课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:39:54] 如果是的话，
[00:39:54] 就把它接收下来，
[00:39:55] 如果不是的话，

--- 4 / 6 / 00:39:56 - 00:41:19 ---
[00:39:56] 就把它丢弃掉，
[00:39:58] 所以话它需要做一层解封装，
[00:40:00] 识别出来是否是发给他的这个数据报文，
[00:40:04] 好，
[00:40:04] 那这个爸爸做了个解封装，
[00:40:06] 然后再做一层解封装。
[00:40:07] 那到了物理层，
[00:40:08] 到了网络层，
[00:40:10] 到网络层解封中了以后，
[00:40:11] 查看网络层的头部字段来看一下它里边我们前面讲到路以后转办的时候讲到了当识别，
[00:40:17] 不过这段看一下目标ID地址是多少，
[00:40:21] 然后的话再这路容器里边来查找转发表，
[00:40:24] 然后知道应该从哪个端口把它转发出去，
[00:40:27] 那这样的话，
[00:40:28] 我们看到通过这个地方解封装以后，
[00:40:30] 识别了这一个目标IP地址，
[00:40:32] 好识别目标到例子以后，
[00:40:34] 知道了从哪个口房转发出去以后，
[00:40:36] 他在这里呢，
[00:40:37] 又做了一次封装注意一下这地方做好一次封装，
[00:40:40] 封装的话做什么事情，
[00:40:42] 在这个对应的客户资料里边，
[00:40:44] 数据帧里边加一个新的头部，
[00:40:47] 因为它从这个接口接收的这个网络接口收到这个数据，
[00:40:52] 要从这个转发的这个接口把它转发出去，
[00:40:55] 那这两个接口它对应的物理地址是不同的，
[00:40:59] 所以他就给他加了一个新的守护之战，
[00:41:02] 把新的这个物理的麦克力绝化加到你里边去，
[00:41:05] 然后的话又指定的。
[00:41:07] 下一个对应的相邻接点的目标麦克地址是多少，
[00:41:11] 那这样的话形成了新的同部字段，
[00:41:13] 然后的话再封装成为下面的这个数据帧，
[00:41:16] 再传下去，
[00:41:17] 然后的话依次传下去，

--- 4 / 6 / 00:41:19 - 00:42:32 ---
[00:41:19] 虽以然我们看到经过中间的交换设备以后，
[00:41:22] 它会做底下这几层的这个封装，
[00:41:26] 对于路由器而言，
[00:41:27] 最它底下的低下的第三层，
[00:41:30] 物理层睡热层和网络层做解封装和封装，
[00:41:34] 然后的话加上新的投部字段往下一跳的话来传递下去，
[00:41:38] 那如果是交换机的话，
[00:41:40] 只做两层的封装和解封装，
[00:41:42] 就有数据链，
[00:41:43] 物理层和数据链路层，
[00:41:44] 然后把它转发出去，
[00:41:46] 那这样这个的话，
[00:41:47] 我们在后边再做细节的这个介绍，
[00:41:49] 大家知道一下，
[00:41:51] 对应的路由器和交换机的话，
[00:41:53] 它的层次结构的话，
[00:41:54] 并不是完整的层次结构，
[00:41:56] 路由器的话是三层结构，
[00:41:58] 然后的话交换机是两层结构，
[00:42:01] 好，
[00:42:01] 那这样的话，
[00:42:02] 最终一步步的跳转，
[00:42:04] 然后到达目标主机，
[00:42:05] 到达目标主机以后的话，
[00:42:07] 我们看到。
[00:42:07] 好，
[00:42:08] 它最终的话，
[00:42:09] 对比特流到了这个物理层，
[00:42:11] 通过传输介质到图标组进行后化，
[00:42:13] 就开始实施是一个解封装的动作，
[00:42:16] 解剖装动作，
[00:42:17] 我看到那理财迁信号来了，
[00:42:20] 然后传递到来，
[00:42:21] 然后往上传到数据链路层，
[00:42:23] 那么数据认层的话就开始来做检查，
[00:42:26] 看一下仪料的话，
[00:42:27] 它里边那个地址，
[00:42:29] 是不是你这个接口的麦，
[00:42:30] 如果是的话，
[00:42:31] 接收下来，

--- 4 / 6 / 00:42:32 - 00:43:49 ---
[00:42:32] 要么检查一下对应数据针做针头针尾，
[00:42:35] 然后增加了这样一个校验格，
[00:42:37] 看一下这个对应的传过来这个比特流的这样一些数据帧，
[00:42:41] 它里面的内容是否是属于正确的，
[00:42:43] 那如果不正确的话，
[00:42:45] 就把它抛弃掉，
[00:42:45] 然后的话，
[00:42:46] 通过应层话通知这边来进行重传，
[00:42:49] 那如果是正确的话，
[00:42:50] 在网上进行解封装，
[00:42:52] 那把这个网络上的内容的话，
[00:42:54] 把它提取出来，
[00:42:55] 再来看一下网络层这个数据，
[00:42:57] 那如也是正确的，
[00:42:58] 再往上来传，
[00:42:59] 那传到这个对应的传输层，
[00:43:02] 然后传输层的话就是它有一些可靠数据传输的一个机制，
[00:43:05] 就需要来检查这个数据。
[00:43:07] 看一下这个数据的话，
[00:43:09] 是否满足可靠数据传输的这样一些要求，
[00:43:12] 好那如果满足的话，
[00:43:13] 再进解封装，
[00:43:14] 那我们看到再往前面头部字段去掉，
[00:43:17] 把里面内容提取出来往上传，
[00:43:19] 传完上面以后的话，
[00:43:20] 到了应雄层，
[00:43:21] 那应用层再基于套这投资料来识别后边语言内容，
[00:43:25] 把最最终的数据化提取出来，
[00:43:27] 然后传给对应的应用的这些软件，
[00:43:30] 那这个软件的话，
[00:43:31] 最终的话就收到了这样一些在最终收到这个我们这边发送方软件所产生的实际的这个数据，
[00:43:40] 那最终的话，
[00:43:41] 我们看到通过这样层层的封装和解封装以后，
[00:43:44] 两个主机之间，
[00:43:46] 它应用程序的话，
[00:43:47] 就实现了数据的这样一个传递，

--- 4 / 6 / 00:43:50 - 00:45:12 ---
[00:43:50] 好所以我们看到在发送单这边的话，
[00:43:52] 是做层层的这样一个封装的这个动作，
[00:43:55] 然后到接收商这边的话，
[00:43:57] 是说从下往上的主诊这样一解封装，
[00:44:00] 最终的话把数据提取出来，
[00:44:03] 传给对应的应用的这样一个程序，
[00:44:05] 那最终我们通过这样一些。
[00:44:07] 封装和解封装的这样一个动作，
[00:44:10] 就实现了数据在网络上有效的这样一个传输，
[00:44:15] 那也希望呢，
[00:44:16] 这通过这个例子以后能够识别出来，
[00:44:18] 我们可以看到我们在每个层市里边都规定了相应的协议，
[00:44:22] 那每个协议的话，
[00:44:23] 就规定了你的数据如何来进行对应的封装好，
[00:44:27] 那同时的话，
[00:44:28] 风装你投不知道的话，
[00:44:29] 就把你的协议所制定的这样一些规则的话，
[00:44:32] 通过相应的这样一些控制信息的话，
[00:44:34] 写到里边去，
[00:44:35] 写到里边区我们看到对等层收到了对应的这样一些PPU的数据单元以后，
[00:44:41] 查找头部字段，
[00:44:42] 看一下那里边的信息就知道了，
[00:44:45] 按照这个协议的话，
[00:44:46] 我应该对于我收到了这个层次的ppu数据的话，
[00:44:49] 如何进行处理，
[00:44:51] 那这样的话，
[00:44:51] 我们看到，
[00:44:52] 对等层分别识别它对应的这样一个，
[00:44:56] 对应的这样一个p Du的数据，
[00:44:57] 然后实施基于你的协议所规定的这样一些动作，
[00:45:02] 好，
[00:45:03] 那这个话就是对应的这个我们计算机体系结构的这个分层的这样一个结。
[00:45:07] 构，
[00:45:08] 以及在分层结构里边相应的数据的封装，

--- 4 / 6 / 00:45:12 - 00:46:39 ---
[00:45:12] 解封装的这个过程，
[00:45:14] 最终的话，
[00:45:14] 我的这样一些计算机网络的协议的话，
[00:45:17] 就体现在了对应的p Du的情绪数据单元以及PDA协数据单元里边，
[00:45:23] 这个头部字段里边的这个内容，
[00:45:25] 那把这样一些协议的话具体实施下去了，
[00:45:28] 那我的发送班接收方以及中间的这样一些网络，
[00:45:32] 这样一些设备，
[00:45:33] 就通过识别它所收到这个数据里边所包含的这样些控制信息的化，
[00:45:39] 来实施的这样一些协议规则，
[00:45:41] 这样一些执行好，
[00:45:43] 那这块是对应的数据在各层里边这样一些传递过程，
[00:45:48] 所以的话，
[00:45:49] 我们看到我们在对应的对等层之间的话，
[00:45:51] 画了相应的虚线，
[00:45:53] 那虚线的话也说明，
[00:45:54] 对应的这些p do的协议术单元化有这个层次的，
[00:45:58] 对应的这样一个实体的话，
[00:46:00] 分成的这样一个协议实体的话，
[00:46:02] 来加以这个处理这些数据，
[00:46:05] 当然实际的执行过程的话。
[00:46:07] 最终的话是通过从上往下来进行封装，
[00:46:11] 然后通过传输戒指，
[00:46:12] 然后下一这个传输，
[00:46:14] 最终的话到了这个主机以后，
[00:46:16] 再揉做层层的解封状的一个动作，
[00:46:18] 最终把数据的话传递正确的传递到这个应用程序里面来，
[00:46:23] 但是的话，
[00:46:24] 我们啊，
[00:46:25] 从抽象的角度来讲的话，
[00:46:27] 每个对等层之间的话，
[00:46:28] 都对于在封装和解封装这个过程里边，
[00:46:32] 都对于同一个层次里边这样一个PDA协议书单元的话，
[00:46:36] 都做了相应的这个识别和处理，

--- 4 / 6 / 00:46:39 - 00:48:09 ---
[00:46:39] 从而的话把协议所制定的这样一个动作的话加以执行下去，
[00:46:43] 所以希望大家正确的认识这样一个这个图片，
[00:46:49] 对于它的分层的结构，
[00:46:51] 还有层次之间的PPU的这样一个对应的封装和解封装的这个动作的话，
[00:46:56] 有一个正确这样一个认识。
[00:46:59] 好，
[00:47:00] 所以我们看到，
[00:47:02] 这个话是我们书上给的这个标准的这个PPT，
[00:47:05] 那我们看到我的数据，
[00:47:07] 通过这个应用程序产生了以后，
[00:47:10] 在这个发送方这边层层来进行封装，
[00:47:12] 甚至要进行封装，
[00:47:14] 然后经过对应的交换机，
[00:47:15] 它做二层的这个解封装，
[00:47:17] 然后再做封装，
[00:47:18] 到了路由器的话，
[00:47:19] 做三层的封装和解封装，
[00:47:21] 最终的话到了这个对应的接收主机，
[00:47:24] 那接收总机的话就做这一个对应的机由主机的话就说对应的这样一个五五个层次这样一个解封装，
[00:47:35] 最终的话数据的话传递到这个对应的应用程序上，
[00:47:39] 那在实现了这个应用程序之间的这样一个交付，
[00:47:43] 好，
[00:47:44] 那最终的话我们看到各个层次的协议数据单元，
[00:47:47] 那这是希望大家记忆的，
[00:47:49] 第一层的话，
[00:47:50] 应用层豹纹第二层豹纹段，
[00:47:51] 第三层的话是对应的数据报，
[00:47:54] 第四层的话是这个数据灾，
[00:47:56] 然后第五层的话是对应的胃好那就。
[00:47:59] 是对应的计算机网络体系结构，
[00:48:02] 好，
[00:48:03] 那这个话我们就大家讲完了，
[00:48:05] 下一的话，
[00:48:05] 我们这个对于计算机的网络历史的话，
[00:48:08] 给大家做个介绍，

--- 4 / 6 / 00:48:09 - 00:49:13 ---
[00:48:09] 那我们这章的话就讲完了，
[00:48:11] 大家下来的话，
[00:48:12] 把这个第一站课后作业的话，
[00:48:14] 这周的话就可以开始做了，
[00:48:17] 好的下课吧，
[00:48:50] 这个稍后我会发到QQ群里吧。
[00:48:59] 说那个。

--- 4 / 7 / 00:00:12 - 00:05:13 ---
[00:00:12] 好，
[00:00:13] 一个人签个到。
[00:00:31] 嗯。
[00:00:38] 嗯。
[00:02:39] 嗯。
[00:03:37] 嗯。
[00:03:54] 好，
[00:03:54] 我继续课程内容，
[00:03:56] 那上节课最后我们开始了这个对于计算机网络一些性能指标的一些学习，
[00:04:02] 那我们主要学习这样几类相应的性能指标，
[00:04:05] 一个的话就是对应的时元，
[00:04:07] 第二个我们会学习相应的网络流量强度，
[00:04:11] 第三的话我们会学习相应的一些对应的你的这样一些网络在进行相应的这个传输过程里边网络的吞吐量，
[00:04:22] 那通过这三个主要的指标的话，
[00:04:24] 我们能够衡量当前计算机网络的情况怎么样，
[00:04:27] 那第一个指标的话，
[00:04:28] 自然是对应的食盐，
[00:04:30] 那所谓时延的话，
[00:04:31] 就是你的一个数据分组，
[00:04:33] 然后的话发送出去，
[00:04:35] 然后在多长时间之内的话，
[00:04:37] 能够到达目标的这个主机，
[00:04:39] 那中间的总耗时，
[00:04:41] 那耗时越短的话，
[00:04:42] 肯定代表网络状态是越好的，
[00:04:44] 耗时越长的话，
[00:04:45] 代表网络状态是越差的，
[00:04:48] 所以我们通过时间的这样一个维度的话，
[00:04:51] 就能够定量的对于这个。
[00:04:54] 可计算机网络当前的状态的话，
[00:04:57] 做出一些对应的度量，
[00:04:59] 所以我们需要学习一下对应的时盐，
[00:05:01] 那前面讲到了计算机网络，
[00:05:04] 在网络核心里边，
[00:05:05] 我们主要采取了对应的数据交换技术的话，
[00:05:08] 是分组交换技术，
[00:05:10] 那我们实油的产生的话，
[00:05:11] 也是基于分组交换技术，

--- 4 / 7 / 00:05:13 - 00:06:42 ---
[00:05:13] 它的技术特点，
[00:05:15] 然后在对应的路由器的节点上的话，
[00:05:18] 需要消耗一定的这个时间，
[00:05:20] 那这个时间的话就构成了对应的这个食盐，
[00:05:23] 那食盐食盐按这个名次来讲的话就是时间，
[00:05:27] 那它延长了网络这样一个传输的这样一个时间，
[00:05:31] 所以话称为时盐，
[00:05:33] 所以这个时延的话，
